"No.","Time","Source","Destination","Protocol","Length","Multiplex ID","NT Status","Info"
"350","12.268075","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50932 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"351","12.268165","172.16.156.130","10.128.0.243","TCP","54","","","50934  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"352","12.268190","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50933 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"353","12.268231","172.16.156.130","10.128.0.243","TCP","54","","","50935  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"354","12.268294","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50934 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"355","12.268314","172.16.156.130","10.128.0.243","TCP","54","","","50936  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"356","12.268424","172.16.156.130","10.128.0.243","TCP","54","","","50937  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"357","12.268455","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50935 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"358","12.268669","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50936 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"359","12.268857","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50937 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"360","12.269053","172.16.156.130","10.128.0.243","TCP","54","","","50938  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"361","12.269242","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50938 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"362","12.269348","172.16.156.130","10.128.0.243","TCP","54","","","50939  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"363","12.269444","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50939 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"364","12.269520","172.16.156.130","10.128.0.243","TCP","54","","","50940  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"365","12.269599","172.16.156.130","10.128.0.243","TCP","54","","","50941  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"366","12.269603","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50940 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"367","12.269691","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50941 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"368","12.269706","172.16.156.130","10.128.0.243","TCP","54","","","50943  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"369","12.269775","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50943 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"370","12.269781","172.16.156.130","10.128.0.243","TCP","54","","","50944  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"371","12.269865","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50944 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"372","12.269873","172.16.156.130","10.128.0.243","TCP","54","","","50945  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"373","12.269942","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50945 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"374","12.270044","172.16.156.130","10.128.0.243","TCP","54","","","50946  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"375","12.270106","172.16.156.130","10.128.0.243","TCP","54","","","50947  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"376","12.270108","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50946 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"377","12.270188","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50947 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"378","12.320379","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50929 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"379","12.321446","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50930 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"380","12.321544","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50931 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"381","12.321556","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50932 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"382","12.321568","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50933 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"383","12.322487","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50934 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"384","12.322558","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50935 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"385","12.322627","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50936 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"386","12.322689","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50937 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"387","12.325727","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50938 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"388","12.325795","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50941 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"389","12.325804","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50940 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"390","12.325811","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50939 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"391","12.325870","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50944 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"392","12.325879","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50943 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"393","12.325931","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50946 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"394","12.325948","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50945 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"395","12.325999","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50947 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"396","17.270776","172.16.156.130","10.128.0.243","SMB","136","66","STATUS_SUCCESS","Trans2 Request, SESSION_SETUP"
"397","17.270959","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50927 [ACK] Seq=643 Ack=68174 Win=64240 Len=0"
"398","17.300988","10.128.0.243","172.16.156.130","SMB","93","66","STATUS_NOT_IMPLEMENTED","Trans2 Response, SESSION_SETUP, Error: STATUS_NOT_IMPLEMENTED"
"399","17.351294","172.16.156.130","10.128.0.243","TCP","54","","","50927  >  445 [ACK] Seq=68174 Ack=682 Win=63559 Len=0"
"400","19.304899","172.16.156.130","10.128.0.243","TCP","66","","","50948  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"401","19.334274","10.128.0.243","172.16.156.130","TCP","58","","","445  >  50948 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"402","19.334506","172.16.156.130","10.128.0.243","TCP","54","","","50948  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"403","19.334688","172.16.156.130","10.128.0.243","SMB","191","64","STATUS_SUCCESS","Negotiate Protocol Request"
"404","19.334767","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=1 Ack=138 Win=64240 Len=0"
"405","19.362734","10.128.0.243","172.16.156.130","SMB","171","64","STATUS_SUCCESS","Negotiate Protocol Response"
"406","19.363009","172.16.156.130","10.128.0.243","SMB","194","64","STATUS_SUCCESS","Session Setup AndX Request, User: anonymous"
"407","19.363111","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=118 Ack=278 Win=64240 Len=0"
"408","19.393335","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50927 [RST, ACK] Seq=682 Ack=68174 Win=64240 Len=0"
"409","19.393459","10.128.0.243","172.16.156.130","SMB","243","64","STATUS_SUCCESS","Session Setup AndX Response"
"410","19.393699","172.16.156.130","10.128.0.243","SMB","148","64","STATUS_SUCCESS","Tree Connect AndX Request, Path: \\\\10.128.0.243\\IPC$"
"411","19.393835","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=307 Ack=372 Win=64240 Len=0"
"412","19.421921","10.128.0.243","172.16.156.130","SMB","114","64","STATUS_SUCCESS","Tree Connect AndX Response"
"413","19.422776","172.16.156.130","10.128.0.243","SMB","136","65","STATUS_SUCCESS","Trans2 Request, SESSION_SETUP"
"414","19.423000","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=367 Ack=454 Win=64240 Len=0"
"415","19.451875","10.128.0.243","172.16.156.130","SMB","93","65","STATUS_NOT_IMPLEMENTED","Trans2 Response, SESSION_SETUP, Error: STATUS_NOT_IMPLEMENTED"
"416","19.458621","172.16.156.130","10.128.0.243","SMB","1138","65","STATUS_SUCCESS","NT Trans Request, <unknown>"
"417","19.458821","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=406 Ack=1538 Win=64240 Len=0"
"418","19.487588","10.128.0.243","172.16.156.130","SMB","93","65","STATUS_SUCCESS","NT Trans Response, <unknown (0)>"
"419","19.487895","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=1538 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"420","19.487971","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=2998 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"421","19.487976","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=2998 Win=64240 Len=0"
"422","19.487980","172.16.156.130","10.128.0.243","SMB","1287","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"423","19.488051","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=4458 Win=64240 Len=0"
"424","19.488114","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=5691 Win=64240 Len=0"
"425","19.488138","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=5691 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"426","19.488149","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=7151 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"427","19.488201","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=7151 Win=64240 Len=0"
"428","19.488254","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=8611 Win=64240 Len=0"
"429","19.488724","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"430","19.488736","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=10071 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"431","19.488743","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=11531 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"432","19.488750","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"433","19.488757","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=14451 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"434","19.488764","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=15911 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"435","19.488772","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"436","19.488773","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=10071 Win=64240 Len=0"
"437","19.488780","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=18831 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"438","19.488788","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=20291 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"439","19.488795","172.16.156.130","10.128.0.243","SMB","606","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"440","19.488826","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=11531 Win=64240 Len=0"
"441","19.488878","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=12991 Win=64240 Len=0"
"442","19.488931","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=14451 Win=64240 Len=0"
"443","19.488974","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=15911 Win=64240 Len=0"
"444","19.489014","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=17371 Win=64240 Len=0"
"445","19.489053","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=18831 Win=64240 Len=0"
"446","19.489091","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=20291 Win=64240 Len=0"
"447","19.489130","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=21751 Win=64240 Len=0"
"448","19.489168","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=22303 Win=64240 Len=0"
"449","19.492954","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=22303 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"450","19.492978","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=23763 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"451","19.492995","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"452","19.493003","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=26683 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"453","19.493010","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=28143 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"454","19.493017","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"455","19.493024","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=31063 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"456","19.493032","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=32523 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"457","19.493040","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"458","19.493046","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=35443 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"459","19.493053","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=36903 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"460","19.493071","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"461","19.493081","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=39823 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"462","19.493092","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=41283 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"463","19.493102","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=23763 Win=64240 Len=0"
"464","19.493104","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"465","19.493115","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=44203 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"466","19.493128","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=45663 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"467","19.493142","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"468","19.493154","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [PSH, ACK] Seq=48583 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"469","19.493236","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=25223 Win=64240 Len=0"
"470","19.493312","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=26683 Win=64240 Len=0"
"471","19.493401","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=28143 Win=64240 Len=0"
"472","19.493548","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=29603 Win=64240 Len=0"
"473","19.493563","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"474","19.493600","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=51503 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"475","19.493614","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=52963 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"476","19.493624","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"477","19.493634","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=55883 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"478","19.493646","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=57343 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"479","19.493647","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=31063 Win=64240 Len=0"
"480","19.493657","172.16.156.130","10.128.0.243","SMB","1514","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"481","19.493668","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [PSH, ACK] Seq=60263 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"482","19.493736","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=32523 Win=64240 Len=0"
"483","19.493819","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=33983 Win=64240 Len=0"
"484","19.493959","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=35443 Win=64240 Len=0"
"485","19.494185","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=36903 Win=64240 Len=0"
"486","19.494243","172.16.156.130","10.128.0.243","TCP","1514","","","50948  >  445 [ACK] Seq=61723 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"487","19.494253","172.16.156.130","10.128.0.243","SMB","757","65,65","STATUS_SUCCESS,STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000Echo Request"
"488","19.494325","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=38363 Win=64240 Len=0"
"489","19.494503","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=39823 Win=64240 Len=0"
"490","19.494583","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=41283 Win=64240 Len=0"
"491","19.494629","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=42743 Win=64240 Len=0"
"492","19.494675","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=44203 Win=64240 Len=0"
"493","19.494724","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=45663 Win=64240 Len=0"
"494","19.494773","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=47123 Win=64240 Len=0"
"495","19.494821","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=48583 Win=64240 Len=0"
"496","19.494868","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=50043 Win=64240 Len=0"
"497","19.494916","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=51503 Win=64240 Len=0"
"498","19.494962","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=52963 Win=64240 Len=0"
"499","19.495009","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=54423 Win=64240 Len=0"
"500","19.495055","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=55883 Win=64240 Len=0"
"501","19.495101","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=57343 Win=64240 Len=0"
"502","19.495147","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=58803 Win=64240 Len=0"
"503","19.495193","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=60263 Win=64240 Len=0"
"504","19.495239","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=61723 Win=64240 Len=0"
"505","19.495285","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=63183 Win=64240 Len=0"
"506","19.495331","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=445 Ack=63886 Win=64240 Len=0"
"507","19.646338","10.128.0.243","172.16.156.130","SMB","107","65","STATUS_SUCCESS","Echo Response"
"508","19.646797","172.16.156.130","10.128.0.243","TCP","66","","","50949  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"509","19.678368","10.128.0.243","172.16.156.130","TCP","58","","","445  >  50949 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"510","19.678606","172.16.156.130","10.128.0.243","TCP","54","","","50949  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"511","19.678759","172.16.156.130","10.128.0.243","SMB","191","64","STATUS_SUCCESS","Negotiate Protocol Request"
"512","19.678840","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50949 [ACK] Seq=1 Ack=138 Win=64240 Len=0"
"513","19.704896","172.16.156.130","10.128.0.243","TCP","54","","","50948  >  445 [ACK] Seq=63886 Ack=498 Win=63743 Len=0"
"514","19.709749","10.128.0.243","172.16.156.130","SMB","185","64","STATUS_SUCCESS","Negotiate Protocol Response"
"515","19.710152","172.16.156.130","10.128.0.243","SMB","139","64","STATUS_SUCCESS","Session Setup AndX Request"
"516","19.710248","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50949 [ACK] Seq=132 Ack=223 Win=64240 Len=0"
"517","19.738292","10.128.0.243","172.16.156.130","SMB","243","64","STATUS_SUCCESS","Session Setup AndX Response"
"518","19.738807","172.16.156.130","10.128.0.243","TCP","66","","","50950  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"519","19.767409","10.128.0.243","172.16.156.130","TCP","58","","","445  >  50950 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"520","19.767544","172.16.156.130","10.128.0.243","TCP","54","","","50950  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"521","19.767636","172.16.156.130","10.128.0.243","TCP","186","","","50950  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"522","19.767699","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50950 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"523","19.767901","172.16.156.130","10.128.0.243","TCP","66","","","50951  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"524","19.790061","172.16.156.130","10.128.0.243","TCP","54","","","50949  >  445 [ACK] Seq=223 Ack=321 Win=63920 Len=0"
"525","19.796378","10.128.0.243","172.16.156.130","TCP","58","","","445  >  50951 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"526","19.796572","172.16.156.130","10.128.0.243","TCP","54","","","50951  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"527","19.796706","172.16.156.130","10.128.0.243","TCP","186","","","50951  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"528","19.796871","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50951 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"529","19.796928","172.16.156.130","10.128.0.243","TCP","66","","","50952  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"530","19.825595","10.128.0.243","172.16.156.130","TCP","58","","","445  >  50952 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"531","19.825958","172.16.156.130","10.128.0.243","TCP","54","","","50952  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"532","19.826459","172.16.156.130","10.128.0.243","TCP","186","","","50952  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"533","19.826731","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50952 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"534","19.827491","172.16.156.130","10.128.0.243","TCP","66","","","50953  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"535","19.855155","10.128.0.243","172.16.156.130","TCP","58","","","445  >  50953 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"536","19.855329","172.16.156.130","10.128.0.243","TCP","54","","","50953  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"537","19.855448","172.16.156.130","10.128.0.243","TCP","186","","","50953  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"538","19.855575","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50953 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"539","19.855730","172.16.156.130","10.128.0.243","TCP","66","","","50954  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
