"No.","Time","Source","Destination","Protocol","Length","Multiplex ID","NT Status","Info"
"709","21.628609","172.16.156.130","10.128.0.243","TCP","1514","","","50962  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"710","21.628616","172.16.156.130","10.128.0.243","TCP","1206","","","50962  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"711","21.628674","172.16.156.130","10.128.0.243","TCP","1514","","","50963  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"712","21.628683","172.16.156.130","10.128.0.243","TCP","1514","","","50963  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"713","21.628687","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50954 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"714","21.628690","172.16.156.130","10.128.0.243","TCP","1206","","","50963  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"715","21.628748","172.16.156.130","10.128.0.243","TCP","1514","","","50964  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"716","21.628757","172.16.156.130","10.128.0.243","TCP","1514","","","50964  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"717","21.628761","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50954 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"718","21.628764","172.16.156.130","10.128.0.243","TCP","1206","","","50964  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"719","21.628823","172.16.156.130","10.128.0.243","TCP","1514","","","50965  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"720","21.628825","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50954 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"721","21.628832","172.16.156.130","10.128.0.243","TCP","1514","","","50965  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"722","21.628839","172.16.156.130","10.128.0.243","TCP","1206","","","50965  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"723","21.628899","172.16.156.130","10.128.0.243","TCP","1514","","","50966  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"724","21.628901","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50955 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"725","21.628907","172.16.156.130","10.128.0.243","TCP","1514","","","50966  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"726","21.628915","172.16.156.130","10.128.0.243","TCP","1206","","","50966  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"727","21.628981","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50955 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"728","21.629041","172.16.156.130","10.128.0.243","TCP","1514","","","50967  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"729","21.629050","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50955 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"730","21.629053","172.16.156.130","10.128.0.243","TCP","1514","","","50967  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"731","21.629063","172.16.156.130","10.128.0.243","TCP","1206","","","50967  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"732","21.629128","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50956 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"733","21.629142","172.16.156.130","10.128.0.243","TCP","1514","","","50969  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"734","21.629153","172.16.156.130","10.128.0.243","TCP","1514","","","50969  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"735","21.629162","172.16.156.130","10.128.0.243","TCP","1206","","","50969  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"736","21.629204","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50956 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"737","21.629231","172.16.156.130","10.128.0.243","TCP","1514","","","50970  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"738","21.629241","172.16.156.130","10.128.0.243","TCP","1514","","","50970  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"739","21.629250","172.16.156.130","10.128.0.243","TCP","1206","","","50970  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"740","21.629268","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50956 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"741","21.629340","172.16.156.130","10.128.0.243","TCP","1514","","","50971  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"742","21.629348","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50957 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"743","21.629351","172.16.156.130","10.128.0.243","TCP","1514","","","50971  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"744","21.629359","172.16.156.130","10.128.0.243","TCP","1206","","","50971  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"745","21.629422","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50957 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"746","21.629428","172.16.156.130","10.128.0.243","TCP","1514","","","50972  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"747","21.629439","172.16.156.130","10.128.0.243","TCP","1514","","","50972  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"748","21.629446","172.16.156.130","10.128.0.243","TCP","1206","","","50972  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"749","21.629486","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50957 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"750","21.629513","172.16.156.130","10.128.0.243","TCP","1514","","","50973  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"751","21.629524","172.16.156.130","10.128.0.243","TCP","1514","","","50973  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"752","21.629532","172.16.156.130","10.128.0.243","TCP","1206","","","50973  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"753","21.629561","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50958 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"754","21.629637","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50958 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"755","21.629701","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50958 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"756","21.629774","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50959 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"757","21.629851","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50959 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"758","21.629915","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50959 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"759","21.629988","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50960 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"760","21.630062","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50960 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"761","21.630127","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50960 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"762","21.630208","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50961 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"763","21.630286","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50961 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"764","21.630351","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50961 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"765","21.630430","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50962 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"766","21.630567","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50962 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"767","21.630632","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50962 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"768","21.630718","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50963 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"769","21.630797","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50963 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"770","21.630862","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50963 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"771","21.630940","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50964 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"772","21.631055","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50964 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"773","21.631143","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50964 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"774","21.631237","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50965 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"775","21.631330","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50965 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"776","21.631408","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50965 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"777","21.631507","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50966 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"778","21.631597","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50966 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"779","21.631672","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50966 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"780","21.631760","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50967 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"781","21.631858","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50967 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"782","21.631936","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50967 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"783","21.632027","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50969 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"784","21.632115","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50969 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"785","21.632178","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50969 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"786","21.632251","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50970 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"787","21.632345","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50970 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"788","21.632428","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50970 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"789","21.632516","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50971 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"790","21.632610","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50971 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"791","21.632679","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50971 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"792","21.632759","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50972 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"793","21.632836","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50972 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"794","21.632903","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50972 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"795","21.632981","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50973 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"796","21.633058","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50973 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"797","21.633126","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50973 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"798","21.691336","172.16.156.130","10.128.0.243","TCP","54","","","50948  >  445 [ACK] Seq=68092 Ack=643 Win=63598 Len=0"
"799","31.640806","172.16.156.130","10.128.0.243","TCP","54","","","50950  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"800","31.640953","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50950 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"801","31.640976","172.16.156.130","10.128.0.243","TCP","54","","","50951  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"802","31.641056","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50951 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"803","31.641076","172.16.156.130","10.128.0.243","TCP","54","","","50952  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"804","31.641160","172.16.156.130","10.128.0.243","TCP","54","","","50953  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"805","31.641205","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50952 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"806","31.641280","172.16.156.130","10.128.0.243","TCP","54","","","50954  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"807","31.641296","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50953 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"808","31.641368","172.16.156.130","10.128.0.243","TCP","54","","","50955  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"809","31.641377","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50954 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"810","31.641441","172.16.156.130","10.128.0.243","TCP","54","","","50956  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"811","31.641466","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50955 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"812","31.641534","172.16.156.130","10.128.0.243","TCP","54","","","50957  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"813","31.641546","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50956 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"814","31.641619","172.16.156.130","10.128.0.243","TCP","54","","","50958  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"815","31.641623","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50957 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"816","31.641688","172.16.156.130","10.128.0.243","TCP","54","","","50959  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"817","31.641704","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50958 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"818","31.641782","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50959 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"819","31.641791","172.16.156.130","10.128.0.243","TCP","54","","","50960  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"820","31.641859","172.16.156.130","10.128.0.243","TCP","54","","","50961  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"821","31.641863","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50960 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"822","31.641942","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50961 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"823","31.641943","172.16.156.130","10.128.0.243","TCP","54","","","50962  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"824","31.642008","172.16.156.130","10.128.0.243","TCP","54","","","50963  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"825","31.642010","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50962 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"826","31.642075","172.16.156.130","10.128.0.243","TCP","54","","","50964  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"827","31.642080","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50963 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"828","31.642142","172.16.156.130","10.128.0.243","TCP","54","","","50965  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"829","31.642148","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50964 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"830","31.642207","172.16.156.130","10.128.0.243","TCP","54","","","50966  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"831","31.642214","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50965 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"832","31.642272","172.16.156.130","10.128.0.243","TCP","54","","","50967  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"833","31.642280","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50966 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"834","31.642348","172.16.156.130","10.128.0.243","TCP","54","","","50969  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"835","31.642350","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50967 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"836","31.642414","172.16.156.130","10.128.0.243","TCP","54","","","50970  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"837","31.642419","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50969 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"838","31.642478","172.16.156.130","10.128.0.243","TCP","54","","","50971  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"839","31.642488","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50970 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"840","31.642557","172.16.156.130","10.128.0.243","TCP","54","","","50972  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"841","31.642561","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50971 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"842","31.642629","172.16.156.130","10.128.0.243","TCP","54","","","50973  >  445 [FIN, ACK] Seq=4205 Ack=1 Win=64240 Len=0"
"843","31.642632","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50972 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"844","31.642697","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50973 [ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"845","31.706682","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50951 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"846","31.706804","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50952 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"847","31.706814","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50953 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"848","31.706823","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50954 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"849","31.706832","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50955 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"850","31.706840","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50956 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"851","31.706848","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50957 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"852","31.707592","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50958 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"853","31.707661","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50959 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"854","31.707669","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50960 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"855","31.707677","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50961 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"856","31.707734","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50963 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"857","31.707747","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50962 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"858","31.707800","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50964 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"859","31.708618","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50965 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"860","31.708677","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50966 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"861","31.708685","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50967 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"862","31.712579","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50969 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"863","31.712664","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50970 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"864","31.712676","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50971 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"865","31.712872","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50972 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"866","31.712941","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50973 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"867","31.712980","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50950 [RST, ACK] Seq=1 Ack=4206 Win=64239 Len=0"
"868","36.655219","172.16.156.130","10.128.0.243","SMB","136","66","STATUS_SUCCESS","Trans2 Request, SESSION_SETUP"
"869","36.655405","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [ACK] Seq=643 Ack=68174 Win=64240 Len=0"
"870","36.693997","10.128.0.243","172.16.156.130","SMB","93","66","STATUS_NOT_IMPLEMENTED","Trans2 Response, SESSION_SETUP, Error: STATUS_NOT_IMPLEMENTED"
"871","36.754968","172.16.156.130","10.128.0.243","TCP","54","","","50948  >  445 [ACK] Seq=68174 Ack=682 Win=63559 Len=0"
"872","38.708700","172.16.156.130","10.128.0.243","TCP","66","","","50974  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"873","38.739504","10.128.0.243","172.16.156.130","TCP","58","","","445  >  50974 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"874","38.739943","172.16.156.130","10.128.0.243","TCP","54","","","50974  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"875","38.740144","172.16.156.130","10.128.0.243","SMB","191","64","STATUS_SUCCESS","Negotiate Protocol Request"
"876","38.740266","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50974 [ACK] Seq=1 Ack=138 Win=64240 Len=0"
"877","38.768744","10.128.0.243","172.16.156.130","SMB","171","64","STATUS_SUCCESS","Negotiate Protocol Response"
"878","38.769002","172.16.156.130","10.128.0.243","SMB","194","64","STATUS_SUCCESS","Session Setup AndX Request, User: anonymous"
"879","38.769121","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50974 [ACK] Seq=118 Ack=278 Win=64240 Len=0"
"880","38.797531","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50948 [RST, ACK] Seq=682 Ack=68174 Win=64240 Len=0"
"881","38.802360","10.128.0.243","172.16.156.130","SMB","243","64","STATUS_SUCCESS","Session Setup AndX Response"
"882","38.802707","172.16.156.130","10.128.0.243","SMB","148","64","STATUS_SUCCESS","Tree Connect AndX Request, Path: \\\\10.128.0.243\\IPC$"
"883","38.802804","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50974 [ACK] Seq=307 Ack=372 Win=64240 Len=0"
"884","38.830106","10.128.0.243","172.16.156.130","SMB","114","64","STATUS_SUCCESS","Tree Connect AndX Response"
"885","38.830372","172.16.156.130","10.128.0.243","SMB","136","65","STATUS_SUCCESS","Trans2 Request, SESSION_SETUP"
"886","38.830486","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50974 [ACK] Seq=367 Ack=454 Win=64240 Len=0"
"887","38.865207","10.128.0.243","172.16.156.130","SMB","93","65","STATUS_NOT_IMPLEMENTED","Trans2 Response, SESSION_SETUP, Error: STATUS_NOT_IMPLEMENTED"
"888","38.869350","172.16.156.130","10.128.0.243","SMB","1138","65","STATUS_SUCCESS","NT Trans Request, <unknown>"
"889","38.869438","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50974 [ACK] Seq=406 Ack=1538 Win=64240 Len=0"
"890","38.902726","10.128.0.243","172.16.156.130","SMB","93","65","STATUS_SUCCESS","NT Trans Response, <unknown (0)>"
"891","38.903104","172.16.156.130","10.128.0.243","TCP","1514","","","50974  >  445 [ACK] Seq=1538 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"892","38.903119","172.16.156.130","10.128.0.243","TCP","1514","","","50974  >  445 [ACK] Seq=2998 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"893","38.903128","172.16.156.130","10.128.0.243","SMB","1287","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"894","38.903194","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50974 [ACK] Seq=445 Ack=2998 Win=64240 Len=0"
"895","38.903275","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50974 [ACK] Seq=445 Ack=4458 Win=64240 Len=0"
"896","38.903285","172.16.156.130","10.128.0.243","TCP","1514","","","50974  >  445 [ACK] Seq=5691 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
"897","38.903295","172.16.156.130","10.128.0.243","TCP","1514","","","50974  >  445 [ACK] Seq=7151 Ack=445 Win=63796 Len=1460 [TCP segment of a reassembled PDU]"
